,incident_key,distance,distance_score,horizon_score,radius_boost_score,event,event_score,frc,frc_score,delay,delay_score,ranking_score
640,TTL37825051356017006,2.851505725784945,0.97624,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,205,0.1,0.8127082920800001
3371,TTL37778884564009003,3.0433550661352826,0.97464,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,122,0.1,0.81244162488
8013,TTL37822165824027011_1,3.1347676458917233,0.97388,1.0,1.0,JAM_CONDITIONAL,0.9,FRC1,0.9,82,0.1,0.8123149579600001
4048,TTL37822165860009023_1,3.167050265102574,0.97361,1.0,1.0,JAM_CONDITIONAL,0.9,FRC1,0.9,265,0.1,0.81226995787
4046,TTL37822165860009023_3,3.167050265102574,0.97361,1.0,1.0,JAM_CONDITIONAL,0.9,FRC1,0.9,272,0.1,0.81226995787
420,TTL37819280336017028,3.186230220443702,0.97345,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,126,0.1,0.81224329115
5738,TTR37914499116021002,15.240698552552418,0.87299,1.0,0.5,CLOSURE,1,FRC5,0.5,,1,0.8121666243300001
2039,TTR37914499044021002,15.256201633030289,0.87286,1.0,0.5,CLOSURE,1,FRC5,0.5,,1,0.8121449576200002
8201,TTL37819280444017031_2,3.3625555703701853,0.97198,1.0,1.0,JAM_CONDITIONAL,0.9,FRC1,0.9,138,0.1,0.8119982906600001
8266,TTL37830822304001005_1,3.3642272771455346,0.97196,1.0,1.0,JAM_CONDITIONAL,0.9,FRC1,0.9,176,0.1,0.81199495732
3566,TTL37807738640009004_1,3.4060575190065747,0.97162,1.0,1.0,JAM_CONDITIONAL,0.9,FRC1,0.9,235,0.1,0.8119382905400001
1069,TTL37822165896017021,3.601306654541252,0.96999,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,223,0.1,0.8116666233300001
3602,TTL37775998964019004_3,3.6029537706872232,0.96998,1.0,1.0,JAM_CONDITIONAL,0.9,FRC1,0.9,141,0.1,0.81166495666
4521,TTL37775998964019004,3.6029537706872232,0.96998,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,217,0.1,0.81166495666
3607,TTL37775998964019004_1,3.6029537706872232,0.96998,1.0,1.0,JAM_CONDITIONAL,0.9,FRC1,0.9,164,0.1,0.81166495666
5843,TTL37819280444017031,3.607804916765936,0.96993,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,170,0.1,0.8116566233100001
8126,TTL37784655272011001_2,3.6520128391117086,0.96957,1.0,1.0,JAM_CONDITIONAL,0.9,FRC1,0.9,198,0.1,0.81159662319
2952,TTR37784655588030001,4.024370443595898,0.96646,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8110782888200001
4907,TTR37833707748014000,4.214000544007324,0.96488,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8108149549600001
3589,TTR37836592932014000,4.350220395465644,0.96375,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.81062662125
5805,TTR37784655524014000,4.3861546701521,0.96345,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8105766211500001
882,TTL37833707744010000,4.44946565398152,0.96292,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC2,0.8,1005,0.7,0.8104882876400001
2851,TTR37770228320022000,4.483285641363859,0.96264,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.81044162088
8060,TTR37784655596014000,4.4857408587755065,0.96262,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.81043828754
7362,TTR37827936468054002,4.50932953301526,0.96242,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.81040495414
5456,TTR37773113792014001,4.617272992073015,0.96152,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8102549538400001
6029,TTR37764457356022000,4.6247976244259466,0.96146,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8102449538200001
4065,TTR37836592956006000,4.624991885238291,0.96146,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8102449538200001
1208,TTR37842363880014001,4.624991885238291,0.96146,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8102449538200001
8401,TTR37773113864014000,4.6714521038385,0.96107,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8101799536900001
1981,TTR37842363808014001,4.685517099866146,0.96095,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8101599536500002
6840,TTL37833707788011000_3,4.685907368723034,0.96095,1.0,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,840,0.6,0.8101599536499999
7431,TTR37825051116022000,4.718018144930764,0.96068,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8101149535600001
2751,TTR37839478372022000,4.844071132388514,0.95963,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.80993995321
4678,TTR37778884572022000,4.974972468728916,0.95854,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8097582861800001
8381,TTR37813509288030000,4.981416298809749,0.95849,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8097499528300001
7375,TTR37842363860014002,5.133211280504756,0.95722,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.80953828574
4778,TTR37845249388030000,5.152417152355158,0.95706,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.80951161902
2080,TTR37842363932014002,5.197758744444116,0.95669,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.80944995223
298,TTR37778884788022000,5.223414690276684,0.95647,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.80941328549
7327,TTR37810623968014001,5.345193385486975,0.95546,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.80924495182
5085,TTR37810623896014001,5.480742741937317,0.95433,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8090566181100001
8554,TTR37833707336014002,5.741224852113815,0.95216,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8086949507200001
2994,TTR37851020148022001,5.882439443737083,0.95098,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8084982836600001
2993,TTR37851020148022000,5.990286419377544,0.95008,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.80834828336
7044,TTR37819280084014000,5.9950903192343485,0.95004,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8083416166800002
4074,TTR37819280156014000,6.04762005065951,0.9496,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8082682832000001
3670,TTL37799082100027001_3,6.132958488253369,0.94889,1.0,0.5,JAM_CONDITIONAL,0.9,FRC3,0.7,1193,0.8,0.80814994963
8750,TTR37799082132014000,6.27837548633603,0.94768,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.80794828256
5112,TTR37781769740014000,6.536087949528782,0.94553,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.80758994851
1815,TTR37781769668014002,6.569138078702278,0.94526,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8075449484200001
4000,TTR37738488772030000,8.188119398406874,0.93177,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8052966105900001
6568,TTR37790425832014000,8.960390969674872,0.92533,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.80422327511
6842,TTR37845248952014000,9.905526138425829,0.91745,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8029099391500001
218,TTR37764457024038000,9.912675786826679,0.91739,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.80289993913
6349,TTR37845248880014000,9.92029539004364,0.91733,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.80288993911
2604,TTR37871217836022002,10.120033694300567,0.91567,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8026132718900001
6579,TTR37871217908022002,10.132615533275324,0.91556,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.80259493852
5364,TTR37712519704038002,10.541948043052878,0.91215,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8020266040500001
458,TTR37712519632038002,11.185368389991096,0.90679,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8011332689300001
3339,TTR37851019668022000,11.260025860856988,0.90617,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8010299353900001
3117,TTR37851019684014000,11.263673837734867,0.90614,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8010249353800001
548,TTR37851019756014000,11.265842951923995,0.90612,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8010216020400001
92,TTR37879874020022000,11.32556269867962,0.90562,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8009382685399999
6877,TTR37879873948022000,11.420308495139853,0.90483,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8008066016100002
1720,TTR37848134112022000,11.85260530510792,0.90123,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.8002066004100001
7305,TTR37836592488030000,12.044516568325715,0.89963,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.7999399332100001
1896,TTR37856790456022000,12.05305735511286,0.89956,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.79992826652
3565,TTR37836592452030000,12.277086411081845,0.89769,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.79961659923
1839,TTR37900072604014000,12.34944011404972,0.89709,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.7995165990300002
5084,TTR37900072532014000,12.384210933803045,0.8968,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.7994682656000001
3773,TTL37807738760018015,0.5915420259224621,0.99507,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,175,0.1,0.7991799316900001
2349,TTR37822166564022000,12.958333404409347,0.89201,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.79866993067
1381,TTL37825051328005003,2.3333230508185574,0.98056,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC5,0.5,563,0.4,0.7967615935200001
2105,TTL37801967792018000,2.4256809682889853,0.97979,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,177,0.1,0.7966332599300001
3375,TTL37830822244003001,2.6502913672108375,0.97791,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,343,0.2,0.79631992597
4429,TTR37758685900014002,14.728259599376829,0.87726,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.7962115924200002
7134,TTR37758685684014002,14.747305382047262,0.87711,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.79618659237
7242,TTL37827936752129000,2.773301310323276,0.97689,1.0,1.0,NONLOS_DELAY,0.8,FRC1,0.9,88,0.1,0.7961499256300001
3942,TTL37825051472041000,3.0692059188540295,0.97442,1.0,1.0,NONLOS_DELAY,0.8,FRC1,0.9,83,0.1,0.7957382581400001
5396,TTR37825051472081001,3.0692059188540295,0.97442,1.0,1.0,ROADWORKS,0.6,FRC1,0.9,441,0.3,0.79573825814
2600,TTL37801967964010001,3.117143814314712,0.97402,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,138,0.1,0.7956715913400001
4701,TTL37825051384026001,3.157473494202516,0.97369,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,141,0.1,0.7956165912300001
7195,TTL37781770152010043,3.3088206879380886,0.97243,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,259,0.1,0.7954065908100001
4392,TTL37781770080010004,3.3653031669857305,0.97196,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,190,0.1,0.7953282573200001
5625,TTL37781770080010004_2,3.3716880742948647,0.9719,1.0,1.0,JAM_CONDITIONAL,0.9,FRC2,0.8,198,0.1,0.7953182573
6041,TTL37773113728010007_3,3.9337054116005774,0.96722,1.0,1.0,JAM_CONDITIONAL,0.9,FRC2,0.8,251,0.1,0.7945382557400001
290,TTR37819280728015000,4.230876174621574,0.96474,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.7941249215800001
4210,TTL37758686564035000_2,4.317325358406225,0.96402,1.0,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,667,0.5,0.79400492134
6928,TTL37905843744020001_2,16.493145582922697,0.86256,1.0,0.5,JAM_CONDITIONAL,0.9,FRC3,0.7,1085,0.8,0.7937615875200001
6378,TTL37842363824019001_1,4.840906164966537,0.95966,1.0,0.5,JAM_CONDITIONAL,0.9,FRC2,0.8,894,0.6,0.79327825322
1448,TTR37799082596023001,5.266567334728692,0.95611,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.79268658537
2473,TTR37799082668023001,5.584184242004154,0.95347,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.79224658449
5949,TTR37940467892022000,18.27340913313716,0.84772,1.0,0.5,CLOSURE,1,FRC6,0.4,,1,0.79128824924
7071,TTR37856791048015000,6.785389473334785,0.94346,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.7905782478200001
3330,TTR37856791088007000,6.833561652349977,0.94305,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.7905099143500001
5224,TTR37856791124007000,6.8878434723481075,0.9426,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.7904349142
4321,TTR37851019816015000,7.35662188414569,0.93869,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.7897832462300001
7257,TTR37787540360015002,7.449204601478444,0.93792,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.7896549126400001
2504,TTR37787540288015000,7.565097620715065,0.93696,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.7894949123200001
7405,TTR37865447096031002,8.752740242319925,0.92706,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.7878449090200002
7727,TTR37862561552031002,8.866077047873693,0.92612,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.78768824204
337,TTR37882760024007000,10.258787561102956,0.91451,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.7857532381700001
6838,TTR37882760096007000,10.299740179203859,0.91417,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.7856965713900002
4403,TTR37842363276015002,10.780386361993703,0.91016,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.7850282367200001
863,TTL37790426048019007_1,1.1546398868909848,0.99038,1.0,1.0,JAM_CONDITIONAL,0.9,FRC3,0.7,180,0.1,0.7817315634600001
1106,TTL37790426048019007,1.232153713737685,0.98973,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,135,0.1,0.7816232299100001
2597,TTL37796197100011015,1.618536915495278,0.98651,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,169,0.1,0.78108656217
9577,Freiheit,13.979642584338743,0.8835,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.7805848945
5091,TTL37781769808035016_3,2.061347524635323,0.98282,1.0,1.0,JAM_CONDITIONAL,0.9,FRC3,0.7,245,0.1,0.78047156094
871,TTL37827936804012001,2.7173058559620107,0.97736,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,348,0.2,0.77956155912
4095,TTL37793311512027001,2.7422363166993144,0.97715,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,149,0.1,0.77952655905
6156,TTL37787540884003000,2.826283594288621,0.97645,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,185,0.1,0.7794098921500001
2834,TTL37787540884003000_2,2.826283594288621,0.97645,1.0,1.0,JAM_CONDITIONAL,0.9,FRC3,0.7,286,0.1,0.7794098921500001
2471,TTR37876988384031001,14.83880786558418,0.87634,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.77939155878
4023,TTL37822165824027011,2.8722376939233283,0.97606,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,185,0.1,0.7793448920200001
4831,TTR37876988312031001,15.078837215941526,0.87434,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.77905822478
3583,TTL37778884604003001,3.113775775548889,0.97405,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,202,0.1,0.7790098913500001
3118,TTL37773113736011000,3.1652735848741607,0.97362,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,261,0.1,0.7789382245400001
1857,TTR37876988400023001,15.379258554255832,0.87184,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.7786415572800001
4700,TTR37876988328023001,15.600864905727398,0.86999,1.0,0.5,CLOSURE,1,FRC7,0.3,,1,0.77833322333
2584,TTL37781770056006000,3.703842165512136,0.96913,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,158,0.1,0.77818988971
7927,TTL37770228160027010_3,3.742636519808287,0.96881,1.0,1.0,JAM_CONDITIONAL,0.9,FRC3,0.7,209,0.1,0.7781365562700001
5523,TTL37758686564035000,4.079672553863733,0.966,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC3,0.7,782,0.6,0.777668222
6839,TTL37833707788011000_2,4.685907368723034,0.96095,1.0,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,577,0.4,0.7768265536500001
3985,TTL37905843852010000,16.767718224618427,0.86027,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC2,0.8,856,0.6,0.77671322009
208,TTL37767343108009003,6.051541849674351,0.94957,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,634,0.4,0.77492988319
754,TTL37784654972336000,8.652865691383198,0.92789,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,505,0.3,0.7713165426299999
434,TTL37784654972336000_3,9.258752354379855,0.92284,1.0,0.5,JAM_CONDITIONAL,0.9,FRC0,1,430,0.3,0.77047487428
6133,TTR37804853336017001,0.9094738419570121,0.99242,1.0,1.0,ROADWORKS,0.6,FRC1,0.9,27,0.1,0.7654048641400001
8003,TTL37810624284059000,0.9807599462085732,0.99183,1.0,1.0,NONLOS_DELAY,0.8,FRC3,0.7,126,0.1,0.7653065306100001
2955,TTR37804853264017001,1.2254876489095643,0.98979,1.0,1.0,ROADWORKS,0.6,FRC1,0.9,17,0.1,0.76496652993
223,TTR37796197120033000,1.489312271829745,0.98759,1.0,1.0,ROADWORKS,0.6,FRC1,0.9,25,0.1,0.76459986253
4740,TTR37799082468131001,1.7000400954770105,0.98583,1.0,1.0,ROADWORKS,0.6,FRC1,0.9,158,0.1,0.76430652861
2873,TTL37813509548004003,2.035539536314415,0.98304,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,269,0.1,0.76384152768
215,TTL37819280460012002,2.1828351639527153,0.98181,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,202,0.1,0.7636365272700001
2942,TTR37822165884025001,2.7658945870890723,0.97695,1.0,1.0,ROADWORKS,0.6,FRC1,0.9,47,0.1,0.7628265256500001
1887,TTR37827936752137000,2.773301310323276,0.97689,1.0,1.0,ROADWORKS,0.6,FRC1,0.9,162,0.1,0.76281652563
7619,TTR37827936824137003,3.2138095020689583,0.97322,1.0,1.0,ROADWORKS,0.6,FRC1,0.9,247,0.1,0.76220485774
1275,TTR37833707756066001,4.618408957452215,0.96151,1.0,0.5,ROADWORKS,0.6,FRC2,0.8,1007,0.7,0.76025318717
8603,TTL37842363952009022_2,4.73183134270594,0.96057,1.0,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,477,0.3,0.7600965201900001
8122,TTL37839478480012018_3,4.803866020963603,0.95997,1.0,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,468,0.3,0.7599965199900001
7339,TTL37862561864009002_2,8.123907337956021,0.9323,1.0,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,488,0.3,0.7553848441
6708,TTL37755800652000001,8.283126263886006,0.93097,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,310,0.2,0.75516317699
1012,TTL37755801432011001,8.508217971470318,0.9291,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC3,0.7,762,0.5,0.7548515096999999
426,TTL37784654972336000_1,9.258752354379855,0.92284,1.0,0.5,JAM_CONDITIONAL,0.9,FRC0,1,389,0.2,0.75380817428
2382,TTL37787541292001000,11.654854287333036,0.90288,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,437,0.3,0.7504815009600001
4480,TTR37799082512001000,0.6177654874049066,0.99485,1.0,1.0,ROADWORKS,0.6,FRC1,0.9,-100,0,0.74914316495
2706,TTR37807738792057000,0.7403117314648605,0.99383,1.0,1.0,ROADWORKS,0.6,FRC1,0.9,-100,0,0.7489731646100001
8549,TTL37799082312013000,0.7563015987425572,0.9937,1.0,1.0,JAM_UNCONDITIONAL,0.9,FRC5,0.5,123,0.1,0.7489514979000002
3959,TTR37807738716009002,0.8369667644317503,0.99303,1.0,1.0,ROADWORKS,0.6,FRC1,0.9,-100,0,0.7488398310100001
7850,TTR37796197156025000,2.0212665099309293,0.98316,1.0,1.0,ROADWORKS,0.6,FRC1,0.9,-100,0,0.74719482772
8145,TTL37787541500009000,14.137438106172347,0.88219,1.0,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,468,0.3,0.74703316073
