,incident_key,filter_out,distance,distance_score,radius_boost_score,event,event_score,frc,frc_score,delay,delay_score,ranking_score
0,TTL40687374208011001_2,True,489.99393847045036,-3.08328,0.0,JAM_CONDITIONAL,0.9,FRC3,0.7,128,0.1,-100.0
1,TTL37663467832010000,False,16.172796322429488,0.86523,0.5,JAM_UNCONDITIONAL,0.9,FRC2,0.8,2347,1.0,0.813046
2,TTR36336163164019000,False,252.6523939727437,-1.10544,0.0,CLOSURE,1,FRC3,0.7,,1,0.318912
3,TTR37628819908012000,False,439.7738810848224,-2.66478,0.0,CLOSURE,1,FRC4,0.6,,1,-0.012955999999999968
4,TTR38581013032081000,False,388.8058396923988,-2.24005,0.0,ROADWORKS,0.6,FRC1,0.9,27,0.1,-0.12801
5,TTR37611508808076000,False,413.2014712908267,-2.44335,0.0,CLOSURE,1,FRC4,0.6,,1,0.03132999999999997
6,TTL37369130268024001,True,471.07736032733624,-2.92564,0.0,JAM_UNCONDITIONAL,0.9,FRC0,1,26,0.1,-100.0
7,TTL41622254076008019,True,553.9517009902822,-3.61626,0.0,JAM_UNCONDITIONAL,0.9,FRC0,1,475,0.3,-100.0
8,TTL39207140236013000,True,581.5763762725776,-3.84647,0.0,JAM_UNCONDITIONAL,0.9,FRC5,0.5,115,0.1,-100.0
9,TTR36936322756003000,False,367.273434654177,-2.06061,0.0,CLOSURE,1,FRC3,0.7,,1,0.12787799999999996
10,TTR37804853196006000,False,1.841077932469829,0.98466,1.0,CLOSURE,1,FRC6,0.4,,1,0.876932
11,TTL37807714740011004_2,True,467.6621225087004,-2.89718,0.0,JAM_CONDITIONAL,0.9,FRC3,0.7,337,0.2,-100.0
12,TTR36947861680012000,False,419.4479177105273,-2.4954,0.0,CLOSURE,1,FRC4,0.6,,1,0.020919999999999994
13,TTR37804853196006001,False,1.8382212846521684,0.98468,1.0,CLOSURE,1,FRC6,0.4,,1,0.8769359999999999
14,TTR39302366040027000,False,467.57304576933825,-2.89644,0.0,ROADWORKS,0.6,FRC3,0.7,19,0.1,-0.299288
15,TTR39273524740006001,False,260.5303103019964,-1.17109,0.0,CLOSURE,1,FRC6,0.4,,1,0.24578200000000003
16,TTR36191892636014000,False,254.29508134855848,-1.11913,0.0,CLOSURE,1,FRC6,0.4,,1,0.256174
17,TTR38684892656001000,False,314.5730820857399,-1.62144,0.0,ROADWORKS,0.6,FRC1,0.9,-100,0,-0.024288000000000004
18,TTR36330382392059000,False,417.0037936791017,-2.47503,0.0,CLOSURE,1,FRC3,0.7,,1,0.044994000000000006
19,TTR38881096128015001,False,414.882263903848,-2.45735,0.0,CLOSURE,1,FRC7,0.3,,1,-0.03147
20,TTL39914076432003002,True,491.61654312836777,-3.0968,0.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,193,0.1,-100.0
21,TTR36252485980043000,False,256.69166212779226,-1.1391,0.0,CLOSURE,1,FRC3,0.7,,1,0.31218
22,TTR40098743964028000,False,498.07050418023476,-3.15059,0.0,CLOSURE,1,FRC4,0.6,,1,-0.11011799999999994
23,TTR37666327352020000,False,499.19403898805456,-3.15995,0.0,ROADWORKS,0.6,FRC4,0.6,-100,0,-0.39199000000000006
24,TTR38863783048041001,False,422.3216240456314,-2.51935,0.0,ROADWORKS,0.6,FRC1,0.9,-100,0,-0.20387000000000002
25,TTL40721999340002001_3,True,492.1450634926661,-3.10121,0.0,JAM_CONDITIONAL,0.9,FRC2,0.8,184,0.1,-100.0
26,TTL36010110936002004,True,271.85546997391447,-1.26546,0.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,139,0.1,-100.0
27,TTR38329976320011000,False,469.4138567797799,-2.91178,0.0,CLOSURE,1,FRC3,0.7,,1,-0.04235599999999998
28,TTR38794531188020000,False,450.8823349315271,-2.75735,0.0,CLOSURE,1,FRC4,0.6,,1,-0.03147
29,TTL36445804980027027_3,True,311.76022635038254,-1.598,0.0,JAM_CONDITIONAL,0.9,FRC3,0.7,289,0.1,-100.0
30,TTL37758664932010001,True,422.82769913749104,-2.52356,0.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,148,0.1,-100.0
31,TTR35799467496284000,False,394.34652184103084,-2.28622,0.0,CLOSURE,1,FRC4,0.6,,1,0.06275599999999998
32,TTR39013825272015001,False,426.69492652507955,-2.55579,0.0,CLOSURE,1,FRC7,0.3,,1,-0.05115799999999998
33,TTR37761549020028000,False,444.37839411943406,-2.70315,0.0,CLOSURE,1,FRC4,0.6,,1,-0.020630000000000037
34,TTR35545557360065000,False,320.353905451564,-1.66962,0.0,ROADWORKS,0.6,FRC1,0.9,-100,0,-0.03392400000000004
35,TTR36258256996010000,False,255.32760044138354,-1.12773,0.0,ROADWORKS,0.6,FRC2,0.8,-100,0,0.05445400000000003
36,TTR37726940840120000,False,120.43896835613465,-0.00366,0.0,ROADWORKS,0.6,FRC0,1,29,0.1,0.339268
37,TTR38938817688084000,False,201.8604005396623,-0.68217,0.0,CLOSURE,1,FRC4,0.6,,1,0.38356599999999996
38,TTL37305658340033000_2,True,332.20383159291305,-1.76837,0.0,JAM_CONDITIONAL,0.9,FRC1,0.9,254,0.1,-100.0
39,TTL37305658340033000_1,True,332.20383159291305,-1.76837,0.0,JAM_CONDITIONAL,0.9,FRC1,0.9,467,0.3,-100.0
40,TTR38895522872022000,False,421.61317491077915,-2.51344,0.0,CLOSURE,1,FRC6,0.4,,1,-0.022687999999999986
41,TTR37738464168004000,False,476.2945437095975,-2.96912,0.0,CLOSURE,1,FRC4,0.6,,1,-0.073824
42,TTL40531558336009000,True,517.8861205227091,-3.31572,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,183,0.1,-100.0
43,TTR36367898128012000,False,323.4598441901597,-1.6955,0.0,CLOSURE,1,FRC4,0.6,,1,0.1809
44,TTL36191892816019001,True,252.6709981881173,-1.10559,0.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,127,0.1,-100.0
45,TTR39775571940033000,False,548.7788683577124,-3.57316,0.0,CLOSURE,1,FRC1,0.9,,1,-0.13463199999999992
46,TTL37423954448010000,True,449.5881243291038,-2.74657,0.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,383,0.2,-100.0
47,TTL40116049424003001,True,608.9335302358152,-4.07445,0.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,84,0.1,-100.0
48,TTR36030302132036000,False,369.2430927345561,-2.07703,0.0,CLOSURE,1,FRC4,0.6,,1,0.10459399999999996
49,TTR36203434400014000,False,254.40194960058957,-1.12002,0.0,CLOSURE,1,FRC6,0.4,,1,0.255996
50,TTR37744259480240000,False,5.792122673457927,0.95173,0.5,ROADWORKS,0.6,FRC0,1,333,0.2,0.650346
51,TTL40064116884012001,True,526.7347578541863,-3.38946,0.0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,128,0.1,-100.0
52,TTL36200542128001000,True,356.31268029017826,-1.96927,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,124,0.1,-100.0
53,TTL40525796392010002_1,True,404.9268063969972,-2.37439,0.0,JAM_CONDITIONAL,0.9,FRC2,0.8,231,0.1,-100.0
54,TTR41027856276157001,False,497.67612739846834,-3.1473,0.0,ROADWORKS,0.6,FRC5,0.5,-100,0,-0.40946000000000005
55,TTR38993629128052001,False,394.1503916686158,-2.28459,0.0,CLOSURE,1,FRC4,0.6,,1,0.06308199999999997
56,TTR37369136324025000,False,355.66229618758007,-1.96385,0.0,CLOSURE,1,FRC1,0.9,,1,0.18722999999999998
57,TTR37351818272015001,False,462.8894624887627,-2.85741,0.0,CLOSURE,1,FRC7,0.3,,1,-0.11148199999999991
58,TTL39296595496009000,True,464.58128217553536,-2.87151,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,259,0.1,-100.0
59,TTL38145309020011000,True,471.9645738037006,-2.93304,0.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,301,0.2,-100.0
60,TTL38038551868025000,True,405.8417036438209,-2.38201,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,238,0.1,-100.0
61,TTR37354708980027000,False,358.17581614151186,-1.9848,0.0,CLOSURE,1,FRC3,0.7,,1,0.14304000000000003
62,TTL36272684556036002_3,True,249.0045403866822,-1.07504,0.0,JAM_CONDITIONAL,0.9,FRC3,0.7,259,0.1,-100.0
63,TTL38953230968003018_2,True,431.65497371079636,-2.59712,0.0,JAM_CONDITIONAL,0.9,FRC3,0.7,226,0.1,-100.0
64,TTR37334505540064000,False,465.04250805528807,-2.87535,0.0,ROADWORKS,0.6,FRC0,1,9,0.1,-0.23507000000000006
65,TTL36812248332106000,True,394.0409186190853,-2.28367,0.0,NONLOS_DELAY,0.8,FRC2,0.8,110,0.1,-100.0
66,TTR39132146536022001,False,167.50199113491882,-0.39585,0.0,CLOSURE,1,FRC6,0.4,,1,0.40083
67,TTL38647371208073000,True,509.83448041388647,-3.24862,0.0,NONLOS_DELAY,0.8,FRC1,0.9,69,0.1,-100.0
68,TTR39498583376028000,False,340.6453197625539,-1.83871,0.0,CLOSURE,1,FRC4,0.6,,1,0.152258
69,TTL40098743992012000,True,496.4161600504246,-3.1368,0.0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,168,0.1,-100.0
70,TTR40029491628022000,False,525.3583341168979,-3.37799,0.0,CLOSURE,1,FRC6,0.4,,1,-0.195598
71,TTL40205501968033001,True,542.7998340519575,-3.52333,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,164,0.1,-100.0
72,TTL37415299696025002,True,420.0398307611667,-2.50033,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,171,0.1,-100.0
73,TTR41056709976154001,True,505.80455287705894,-3.21504,0.0,ACCIDENT,1,FRC2,0.8,-100,0,-100.0
74,TTR38402128836011000,False,162.441209920598,-0.35368,0.0,CLOSURE,1,FRC3,0.7,,1,0.46926399999999996
75,TTR39524541420035000,False,515.8619664836102,-3.29885,0.0,ROADWORKS,0.6,FRC3,0.7,-100,0,-0.39976999999999996
76,TTL39642844720019000,True,507.65505537748845,-3.23046,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,184,0.1,-100.0
77,TTR41065367812003000,False,490.3734711506888,-3.08645,0.0,ROADWORKS,0.6,FRC3,0.7,-100,0,-0.3572900000000001
78,TTL36463117332026000,True,313.2516758125635,-1.61043,0.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,342,0.2,-100.0
79,TTL39146573856035000,True,168.01348558709896,-0.40011,0.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,131,0.1,-100.0
80,TTW37784654972336000,False,8.652865691383198,0.92789,0.5,JAM_TAIL_WARNING,0.9,FRC0,1,-100,0,0.6655780000000001
81,TTR37164273476020000,False,315.6875697105119,-1.63073,0.0,CLOSURE,1,FRC4,0.6,,1,0.19385399999999997
82,TTR38860897808014000,False,422.8511457335875,-2.52376,0.0,CLOSURE,1,FRC6,0.4,,1,-0.02475199999999994
83,TTR39446639028019000,False,444.4280548598412,-2.70357,0.0,ROADWORKS,0.6,FRC3,0.7,6,0.1,-0.260714
84,TTR37565343892037000,False,378.5682442376819,-2.15474,0.0,CLOSURE,1,FRC5,0.5,,1,0.06905200000000003
85,TTR40851834780003000,False,617.4019089852012,-4.14502,0.0,CLOSURE,1,FRC3,0.7,,1,-0.28900399999999987
86,TTL37415298108009000,True,448.2819963258639,-2.73568,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,213,0.1,-100.0
87,TTL39149431280011000,True,588.9309175266642,-3.90776,0.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,248,0.1,-100.0
88,TTL41388534804028000,True,528.8530899762911,-3.40711,0.0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,128,0.1,-100.0
89,TTR37224866972005000,False,325.2186165449906,-1.71016,0.0,CLOSURE,1,FRC5,0.5,,1,0.15796800000000003
90,TTR38061631464112000,False,478.50999149492316,-2.98758,0.0,ROADWORKS,0.6,FRC0,1,12,0.1,-0.257516
91,TTL37735602952028000,False,9.170975137980834,0.92358,0.5,JAM_UNCONDITIONAL,0.9,FRC4,0.6,129,0.1,0.604716
92,TTR37879874020022000,False,11.32556269867962,0.90562,0.5,CLOSURE,1,FRC6,0.4,,1,0.761124
93,TTL38624308172003000,True,150.45381160282096,-0.25378,0.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,71,0.1,-100.0
94,TTR38846470736003000,False,418.9234696795057,-2.49103,0.0,ROADWORKS,0.6,FRC3,0.7,1,0.1,-0.218206
95,TTL35736000056001000,True,257.8630543978262,-1.14886,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,29,0.1,-100.0
96,TTL38012579428008000_1,True,476.27384487751345,-2.96895,0.0,JAM_CONDITIONAL,0.9,FRC0,1,318,0.2,-100.0
97,TTR41082678784035001,False,509.33249715099197,-3.24444,0.0,ROADWORKS,0.6,FRC3,0.7,-100,0,-0.388888
98,TTR37048848748022000,False,469.4621915487663,-2.91218,0.0,CLOSURE,1,FRC6,0.4,,1,-0.10243600000000003
99,TTR38188608680034001,False,130.24159305961882,-0.08535,0.0,CLOSURE,1,FRC2,0.8,,1,0.5429300000000001
100,TTR40586390720004000,False,407.731725269449,-2.39776,0.0,ROADWORKS,0.6,FRC4,0.6,4,0.1,-0.21955199999999997
101,TTL38231874896019000,True,415.7521253636778,-2.4646,0.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,320,0.2,-100.0
102,TTL37522078532011002,False,73.1056961072299,0.39079,0.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,133,0.1,0.41815800000000003
103,TTR38901283980008000,True,595.5991829678914,-3.96333,0.0,HAZARD,1,FRC0,1,,1,-100.0
104,TTR37533599372020000,False,471.69420834407117,-2.93079,0.0,CLOSURE,1,FRC4,0.6,,1,-0.06615800000000005
105,TTR36255371288051002,False,257.775334458221,-1.14813,0.0,ROADWORKS,0.6,FRC3,0.7,-100,0,0.030373999999999957
106,TTR37804853216042002,False,2.0615348161928755,0.98282,1.0,CLOSURE,1,FRC2,0.8,,1,0.956564
107,TTR40084315456019001,False,518.4932772076907,-3.32078,0.0,ROADWORKS,0.6,FRC3,0.7,60,0.1,-0.38415600000000005
108,TTR38883980948060002,False,426.6506519913562,-2.55542,0.0,ROADWORKS,0.6,FRC2,0.8,76,0.1,-0.21108399999999994
109,TTR37790398168013000,False,541.1314490793262,-3.50943,0.0,CLOSURE,1,FRC5,0.5,,1,-0.20188600000000007
110,TTR39911198568004000,False,379.32745703327436,-2.16106,0.0,CLOSURE,1,FRC4,0.6,,1,0.08778799999999998
111,TTR39689010268007000,False,529.6737146374312,-3.41395,0.0,CLOSURE,1,FRC7,0.3,,1,-0.22279
112,TTR39899657200033000,False,373.3862610129209,-2.11155,0.0,ROADWORKS,0.6,FRC1,0.9,-100,0,-0.12230999999999995
113,TTL40038149076009003_3,True,509.8081531989999,-3.2484,0.0,JAM_CONDITIONAL,0.9,FRC1,0.9,256,0.1,-100.0
114,TTR36339044076023001,False,323.93937008136754,-1.69949,0.0,CLOSURE,1,FRC7,0.3,,1,0.12010199999999999
115,TTR40424799436011000,False,485.22634979480785,-3.04355,0.0,CLOSURE,1,FRC3,0.7,,1,-0.0687100000000001
116,TTL40038149076009003_1,True,509.8081531989999,-3.2484,0.0,JAM_CONDITIONAL,0.9,FRC1,0.9,259,0.1,-100.0
117,TTL37386442716002000,True,473.3503538691342,-2.94459,0.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,184,0.1,-100.0
118,TTL39414910592011001,True,271.5395697433699,-1.26283,0.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,273,0.1,-100.0
119,TTL37504747132003000,True,433.8083324295185,-2.61507,0.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,389,0.2,-100.0
120,TTL36226517172011000,True,258.4696878530305,-1.15391,0.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,147,0.1,-100.0
121,TTL39867916944019001,True,379.69876571113616,-2.16416,0.0,NONLOS_DELAY,0.8,FRC3,0.7,60,0.1,-100.0
122,TTR37374901112014001,False,471.86395946934556,-2.9322,0.0,CLOSURE,1,FRC6,0.4,,1,-0.10643999999999992
123,TTR37475892684064001,False,438.17439556245654,-2.65145,0.0,CLOSURE,1,FRC0,1,,1,0.06971
124,TTL37822141392010003,True,474.134083120148,-2.95112,0.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,135,0.1,-100.0
125,TTR40883579532128000,False,552.7833513733075,-3.60653,0.0,ROADWORKS,0.6,FRC0,1,17,0.1,-0.381306
126,TTL37438381520002000,True,450.4193514858184,-2.75349,0.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,233,0.1,-100.0
127,TTR37744249212176000,False,200.4625050204617,-0.67052,0.0,ROADWORKS,0.6,FRC0,1,36,0.1,0.20589600000000002
128,TTR39210026376036001,False,570.8141814517378,-3.75678,0.0,CLOSURE,1,FRC4,0.6,,1,-0.23135599999999995
129,TTL39031137084035000,True,438.07291428781923,-2.65061,0.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,241,0.1,-100.0
130,TTR36564100844408000,False,421.5334662254004,-2.51278,0.0,ROADWORKS,0.6,FRC0,1,-100,0,-0.182556
131,TTR40136253192014000,False,519.4823132682293,-3.32902,0.0,CLOSURE,1,FRC6,0.4,,1,-0.18580400000000002
132,TTR39111948976022001,False,163.54119160702112,-0.36284,0.0,CLOSURE,1,FRC6,0.4,,1,0.407432
133,TTR38454052756010000,False,414.1566930668268,-2.45131,0.0,CLOSURE,1,FRC2,0.8,,1,0.06973800000000008
134,TTL39088865240027005_3,True,161.92853486925452,-0.3494,0.0,JAM_CONDITIONAL,0.9,FRC3,0.7,182,0.1,-100.0
135,TTL39308144376026000,True,342.7974683673037,-1.85665,0.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,232,0.1,-100.0
136,TTR36269793316023001,False,338.2776137116763,-1.81898,0.0,CLOSURE,1,FRC7,0.3,,1,0.09620400000000001
137,TTR39100407912010000,False,159.64686614606535,-0.33039,0.0,CLOSURE,1,FRC2,0.8,,1,0.493922
138,TTR35831212944145000,False,309.0194362678836,-1.57516,0.0,ROADWORKS,0.6,FRC1,0.9,393,0.2,0.024968000000000046
139,TTL37859676476007000,True,6.779500839274318,0.9435,0.5,JAM_UNCONDITIONAL,0.9,FRC7,0.3,139,0.1,-100.0
140,TTR37556681276012000,False,498.4441537337609,-3.1537,0.0,ROADWORKS,0.6,FRC4,0.6,9,0.1,-0.37074000000000007
141,TTL40696037800052000,True,410.3842589507913,-2.41987,0.0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,140,0.1,-100.0
142,TTR35692706680036000,False,404.3831107278088,-2.36986,0.0,CLOSURE,1,FRC4,0.6,,1,0.04602799999999996
143,TTR38044329372028000,False,280.8739887337385,-1.34062,0.0,CLOSURE,1,FRC4,0.6,,1,0.25187600000000004
144,TTL40736421724009002_3,True,556.139128289715,-3.63449,0.0,JAM_CONDITIONAL,0.9,FRC1,0.9,282,0.1,-100.0
145,TTR37804853228013000,False,1.8382212846521684,0.98468,1.0,CLOSURE,1,FRC5,0.5,,1,0.896936
146,TTL37106567696017000_2,True,270.7168528026946,-1.25597,0.0,JAM_CONDITIONAL,0.9,FRC1,0.9,366,0.2,-100.0
147,TTL37106567696017000_1,True,270.75885320788245,-1.25632,0.0,JAM_CONDITIONAL,0.9,FRC1,0.9,234,0.1,-100.0
148,TTR40061233764148000,False,490.24123308852467,-3.08534,0.0,CLOSURE,1,FRC4,0.6,,1,-0.09706800000000004
149,TTR37236412768061000,False,247.56174647858919,-1.06301,0.0,CLOSURE,1,FRC5,0.5,,1,0.28739800000000004
150,TTR39103292076280000,False,163.37315722606303,-0.36144,0.0,ROADWORKS,0.6,FRC0,1,83,0.1,0.267712
151,TTL37389329284012026,True,450.8298482107444,-2.75692,0.0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,225,0.1,-100.0
152,TTR38632957544012001,False,266.11732272583305,-1.21764,0.0,CLOSURE,1,FRC4,0.6,,1,0.276472
153,TTL41099991648009002,True,507.59624509951817,-3.22997,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,223,0.1,-100.0
154,TTR38820516976027000,False,168.25978410276312,-0.40216,0.0,CLOSURE,1,FRC3,0.7,,1,0.45956800000000003
155,TTL37369132284009001,True,430.6548396623319,-2.58879,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,243,0.1,-100.0
156,TTL40000637896032000,True,515.7025201658265,-3.29752,0.0,JAM_UNCONDITIONAL,0.9,FRC0,1,44,0.1,-100.0
157,TTR38598339276031001,False,151.37434811750126,-0.26145,0.0,CLOSURE,1,FRC7,0.3,,1,0.40771
158,TTR39596676436025000,False,529.9807522045401,-3.41651,0.0,CLOSURE,1,FRC1,0.9,,1,-0.10330200000000006
159,TTL37559567932017020,True,475.84916717676936,-2.96541,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,1200,0.8,-100.0
160,TTR40318047128035000,False,371.71885738193487,-2.09766,0.0,ROADWORKS,0.6,FRC3,0.7,14,0.1,-0.13953200000000004
161,TTR37097903352012000,False,422.91279775913284,-2.52427,0.0,CLOSURE,1,FRC4,0.6,,1,0.015145999999999993
162,TTR37198894544019000,False,394.3343495107451,-2.28612,0.0,CLOSURE,1,FRC3,0.7,,1,0.08277599999999999
163,TTL41056710160026022_4,True,505.47234686920734,-3.21227,0.0,JAM_CONDITIONAL,0.9,FRC1,0.9,202,0.1,-100.0
164,TTL39922732524003000,True,495.01904714577694,-3.12516,0.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,151,0.1,-100.0
165,TTL36910352784009000_2,True,389.4073066396386,-2.24506,0.0,JAM_CONDITIONAL,0.9,FRC1,0.9,287,0.1,-100.0
166,TTR40860491236073000,False,617.450454101356,-4.14542,0.0,ROADWORKS,0.6,FRC1,0.9,41,0.1,-0.5090839999999999
167,TTR40528678860015002,False,440.80379265154266,-2.67336,0.0,CLOSURE,1,FRC7,0.3,,1,-0.07467200000000002
168,TTL39991983272009000,True,491.4336103596579,-3.09528,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,211,0.1,-100.0
169,TTR40015065572033001,False,509.93244645976455,-3.24944,0.0,ROADWORKS,0.6,FRC1,0.9,-100,0,-0.349888
170,TTR39833282192384000,True,524.0566251015154,-3.36714,0.0,ROAD_CONDITION,0.3,FRC0,1,-100,0,-100.0
171,TTL39735178292009003,True,510.4637696121714,-3.25386,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,114,0.1,-100.0
172,TTL35819673272011000,True,285.3641023743425,-1.37803,0.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,640,0.4,-100.0
173,TTR39683255768009001,True,286.61685170772637,-1.38847,0.0,TRAFFIC_RESTRICTION,0.6,FRC1,0.9,-100,0,-100.0
174,TTL41114426404009000,True,438.9455239463825,-2.65788,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,160,0.1,-100.0
175,TTR39236001996057000,False,452.211586661385,-2.76843,0.0,ROADWORKS,0.6,FRC1,0.9,59,0.1,-0.23368599999999995
176,TTL39893885904025005,True,380.1140509603605,-2.16762,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,337,0.2,-100.0
177,TTR37911614204052000,False,12.992252359967635,0.89173,0.5,CLOSURE,1,FRC4,0.6,,1,0.798346
178,TTL41004772444012008,True,500.45039859248675,-3.17042,0.0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,184,0.1,-100.0
179,TTR37591332084017000,False,26.111657795325687,0.7824,0.0,CLOSURE,1,FRC1,0.9,,1,0.73648
180,TTR39048449240208000,False,448.4658523132677,-2.73722,0.0,ROADWORKS,0.6,FRC0,1,29,0.1,-0.20744400000000002
181,TTR39602447436012000,False,526.3384513832264,-3.38615,0.0,CLOSURE,1,FRC4,0.6,,1,-0.1572300000000001
182,TTR37591332084017001,False,26.111657795325687,0.7824,0.0,ACCIDENT,1,FRC1,0.9,-100,0,0.5364800000000001
183,TTR40067002028004000,False,528.5737296502529,-3.40478,0.0,ROADWORKS,0.6,FRC4,0.6,-100,0,-0.4409560000000001
184,TTR38834928420023002,False,432.2747036796881,-2.60229,0.0,ROADWORKS,0.6,FRC7,0.3,-100,0,-0.340458
185,TTL37804825568027013_2,True,539.038057032794,-3.49198,0.0,JAM_CONDITIONAL,0.9,FRC3,0.7,299,0.1,-100.0
186,TTR38852241280012002,False,423.21202202722253,-2.52677,0.0,ROADWORKS,0.6,FRC4,0.6,-100,0,-0.265354
187,TTR36212090328020000,False,257.9744972272234,-1.14979,0.0,ROADWORKS,0.6,FRC4,0.6,19,0.1,0.03004199999999997
188,TTL38153979020004000,True,212.44002722046812,-0.77033,0.0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,56,0.1,-100.0
189,TTL36209204612010006,True,259.93050797883956,-1.16609,0.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,129,0.1,-100.0
190,TTR39169636712019000,False,457.80291157129,-2.81502,0.0,CLOSURE,1,FRC3,0.7,,1,-0.023004000000000052
191,TTL40225701816009004,True,515.6783595684992,-3.29732,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,671,0.5,-100.0
192,TTR40494053088007001,False,442.86810152576044,-2.69057,0.0,CLOSURE,1,FRC7,0.3,,1,-0.07811400000000007
193,TTR37444161420012000,False,277.7106804780793,-1.31426,0.0,CLOSURE,1,FRC4,0.6,,1,0.257148
194,TTR37369138444009000,False,314.3320924911696,-1.61943,0.0,CLOSURE,1,FRC1,0.9,,1,0.25611400000000006
195,TTL37354704476010002_3,True,448.5688846826649,-2.73807,0.0,JAM_CONDITIONAL,0.9,FRC2,0.8,323,0.2,-100.0
196,TTR37775974488032000,False,480.2005113154235,-3.00167,0.0,ROADWORKS,0.6,FRC0,1,7,0.1,-0.260334
197,TTL37426842488020001,True,399.52835609296505,-2.3294,0.0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,254,0.1,-100.0
198,TTL37992381248011001,True,479.87822750514067,-2.99899,0.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,120,0.1,-100.0
199,TTR39100406968022004,False,163.8285190341919,-0.36524,0.0,CLOSURE,1,FRC6,0.4,,1,0.40695200000000004
200,TTL40664298712004000_2,True,401.2813746437163,-2.34401,0.0,JAM_CONDITIONAL,0.9,FRC2,0.8,193,0.1,-100.0
201,TTR38531971740012000,False,187.47985520906957,-0.56233,0.0,CLOSURE,1,FRC4,0.6,,1,0.407534
202,TTL38817615796022000,True,429.089443430148,-2.57575,0.0,JAM_UNCONDITIONAL,0.9,FRC6,0.4,175,0.1,-100.0
203,TTR36209204584016000,False,262.497935243572,-1.18748,0.0,ROADWORKS,0.6,FRC0,1,-100,0,0.08250399999999997
204,TTL37415298320011000,True,447.2917059332302,-2.72743,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,189,0.1,-100.0
205,TTL39994875596040000,True,385.33339747009563,-2.21111,0.0,JAM_UNCONDITIONAL,0.9,FRC0,1,28,0.1,-100.0
206,TTL37444151976012001_2,True,454.50538544200907,-2.78754,0.0,JAM_CONDITIONAL,0.9,FRC4,0.6,397,0.2,-100.0
207,TTR37484548608027000,False,443.80465941259524,-2.69837,0.0,CLOSURE,1,FRC3,0.7,,1,0.0003259999999999097
208,TTL37767343108009003,False,6.051541849674351,0.94957,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,634,0.4,0.7299140000000001
209,TTL37602853024017012,True,404.69645487967847,-2.37247,0.0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,138,0.1,-100.0
210,TTR40730661356012000,False,429.05606840556976,-2.57547,0.0,CLOSURE,1,FRC4,0.6,,1,0.004905999999999966
