,incident_key,filter_out,distance,distance_score,radius_boost_score,event,event_score,frc,frc_score,delay,delay_score,ranking_score
5364,TTR37712519704038002,False,10.541948043052878,0.91215,0.5,CLOSURE,1,FRC6,0.4,,1,0.76243
458,TTR37712519632038002,False,11.185368389991096,0.90679,0.5,CLOSURE,1,FRC6,0.4,,1,0.7613580000000001
3339,TTR37851019668022000,False,11.260025860856988,0.90617,0.5,CLOSURE,1,FRC6,0.4,,1,0.7612340000000001
3117,TTR37851019684014000,False,11.263673837734867,0.90614,0.5,CLOSURE,1,FRC6,0.4,,1,0.761228
548,TTR37851019756014000,False,11.265842951923995,0.90612,0.5,CLOSURE,1,FRC6,0.4,,1,0.761224
92,TTR37879874020022000,False,11.32556269867962,0.90562,0.5,CLOSURE,1,FRC6,0.4,,1,0.761124
6877,TTR37879873948022000,False,11.420308495139853,0.90483,0.5,CLOSURE,1,FRC6,0.4,,1,0.760966
1720,TTR37848134112022000,False,11.85260530510792,0.90123,0.5,CLOSURE,1,FRC6,0.4,,1,0.7602460000000001
7305,TTR37836592488030000,False,12.044516568325715,0.89963,0.5,CLOSURE,1,FRC6,0.4,,1,0.759926
1896,TTR37856790456022000,False,12.05305735511286,0.89956,0.5,CLOSURE,1,FRC6,0.4,,1,0.759912
3565,TTR37836592452030000,False,12.277086411081845,0.89769,0.5,CLOSURE,1,FRC6,0.4,,1,0.759538
1839,TTR37900072604014000,False,12.34944011404972,0.89709,0.5,CLOSURE,1,FRC6,0.4,,1,0.759418
5084,TTR37900072532014000,False,12.384210933803045,0.8968,0.5,CLOSURE,1,FRC6,0.4,,1,0.75936
3773,TTL37807738760018015,False,0.5915420259224621,0.99507,1.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,175,0.1,0.7590140000000001
2349,TTR37822166564022000,False,12.958333404409347,0.89201,0.5,CLOSURE,1,FRC6,0.4,,1,0.758402
9441,TTU37611529528440000,False,25.300218635255977,0.78916,0.0,CLOSURE,1,FRC0,1,,1,0.7578320000000001
1381,TTL37825051328005003,False,2.3333230508185574,0.98056,1.0,JAM_UNCONDITIONAL,0.9,FRC5,0.5,563,0.4,0.7561119999999999
2105,TTL37801967792018000,False,2.4256809682889853,0.97979,1.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,177,0.1,0.7559580000000001
3375,TTL37830822244003001,False,2.6502913672108375,0.97791,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,343,0.2,0.755582
4429,TTR37758685900014002,False,14.728259599376829,0.87726,0.5,CLOSURE,1,FRC6,0.4,,1,0.755452
7134,TTR37758685684014002,False,14.747305382047262,0.87711,0.5,CLOSURE,1,FRC6,0.4,,1,0.755422
7242,TTL37827936752129000,False,2.773301310323276,0.97689,1.0,NONLOS_DELAY,0.8,FRC1,0.9,88,0.1,0.7553780000000001
3942,TTL37825051472041000,False,3.0692059188540295,0.97442,1.0,NONLOS_DELAY,0.8,FRC1,0.9,83,0.1,0.7548840000000001
5396,TTR37825051472081001,False,3.0692059188540295,0.97442,1.0,ROADWORKS,0.6,FRC1,0.9,441,0.3,0.7548839999999999
2600,TTL37801967964010001,False,3.117143814314712,0.97402,1.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,138,0.1,0.754804
4701,TTL37825051384026001,False,3.157473494202516,0.97369,1.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,141,0.1,0.7547380000000001
7195,TTL37781770152010043,False,3.3088206879380886,0.97243,1.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,259,0.1,0.754486
4392,TTL37781770080010004,False,3.3653031669857305,0.97196,1.0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,190,0.1,0.7543920000000002
5625,TTL37781770080010004_2,False,3.3716880742948647,0.9719,1.0,JAM_CONDITIONAL,0.9,FRC2,0.8,198,0.1,0.75438
6041,TTL37773113728010007_3,False,3.9337054116005774,0.96722,1.0,JAM_CONDITIONAL,0.9,FRC2,0.8,251,0.1,0.753444
4210,TTL37758686564035000_2,False,4.317325358406225,0.96402,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,667,0.5,0.752804
6928,TTL37905843744020001_2,False,16.493145582922697,0.86256,0.5,JAM_CONDITIONAL,0.9,FRC3,0.7,1085,0.8,0.7525120000000001
6378,TTL37842363824019001_1,False,4.840906164966537,0.95966,0.5,JAM_CONDITIONAL,0.9,FRC2,0.8,894,0.6,0.751932
5949,TTR37940467892022000,False,18.27340913313716,0.84772,0.5,CLOSURE,1,FRC6,0.4,,1,0.7495440000000001
4239,TTR38035687924560000,False,31.516827033195604,0.73736,0.0,HAZARD,1,FRC0,1,,1,0.7474719999999999
863,TTL37790426048019007_1,False,1.1546398868909848,0.99038,1.0,JAM_CONDITIONAL,0.9,FRC3,0.7,180,0.1,0.7380760000000002
1106,TTL37790426048019007,False,1.232153713737685,0.98973,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,135,0.1,0.737946
2597,TTL37796197100011015,False,1.618536915495278,0.98651,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,169,0.1,0.7373020000000001
875,TTR37591332156025000,False,25.917758947469483,0.78402,0.0,CLOSURE,1,FRC1,0.9,,1,0.736804
7663,TTR37591332156017000,False,25.92580978570709,0.78395,0.0,CLOSURE,1,FRC1,0.9,,1,0.7367900000000001
8527,TTR37591332084025000,False,25.92580978570709,0.78395,0.0,CLOSURE,1,FRC1,0.9,,1,0.7367900000000001
5091,TTL37781769808035016_3,False,2.061347524635323,0.98282,1.0,JAM_CONDITIONAL,0.9,FRC3,0.7,245,0.1,0.736564
179,TTR37591332084017000,False,26.111657795325687,0.7824,0.0,CLOSURE,1,FRC1,0.9,,1,0.73648
871,TTL37827936804012001,False,2.7173058559620107,0.97736,1.0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,348,0.2,0.7354720000000001
4095,TTL37793311512027001,False,2.7422363166993144,0.97715,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,149,0.1,0.73543
2834,TTL37787540884003000_2,False,2.826283594288621,0.97645,1.0,JAM_CONDITIONAL,0.9,FRC3,0.7,286,0.1,0.73529
6156,TTL37787540884003000,False,2.826283594288621,0.97645,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,185,0.1,0.73529
4023,TTL37822165824027011,False,2.8722376939233283,0.97606,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,185,0.1,0.735212
3583,TTL37778884604003001,False,3.113775775548889,0.97405,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,202,0.1,0.73481
3118,TTL37773113736011000,False,3.1652735848741607,0.97362,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,261,0.1,0.7347240000000002
641,TTR37599987972217002,False,27.42859483196821,0.77143,0.0,HAZARD,1,FRC1,0.9,,1,0.734286
2584,TTL37781770056006000,False,3.703842165512136,0.96913,1.0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,158,0.1,0.7338260000000001
7927,TTL37770228160027010_3,False,3.742636519808287,0.96881,1.0,JAM_CONDITIONAL,0.9,FRC3,0.7,209,0.1,0.733762
5523,TTL37758686564035000,False,4.079672553863733,0.966,0.5,JAM_UNCONDITIONAL,0.9,FRC3,0.7,782,0.6,0.7332
6839,TTL37833707788011000_2,False,4.685907368723034,0.96095,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,577,0.4,0.73219
7005,TTR37848133164049001,False,28.726955493502114,0.76061,0.0,CLOSURE,1,FRC1,0.9,,1,0.7321220000000002
3985,TTL37905843852010000,False,16.767718224618427,0.86027,0.5,JAM_UNCONDITIONAL,0.9,FRC2,0.8,856,0.6,0.732054
208,TTL37767343108009003,False,6.051541849674351,0.94957,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,634,0.4,0.7299140000000001
754,TTL37784654972336000,False,8.652865691383198,0.92789,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,505,0.3,0.7255780000000002
434,TTL37784654972336000_3,False,9.258752354379855,0.92284,0.5,JAM_CONDITIONAL,0.9,FRC0,1,430,0.3,0.724568
6133,TTR37804853336017001,False,0.9094738419570121,0.99242,1.0,ROADWORKS,0.6,FRC1,0.9,27,0.1,0.7184840000000001
8003,TTL37810624284059000,False,0.9807599462085732,0.99183,1.0,NONLOS_DELAY,0.8,FRC3,0.7,126,0.1,0.7183660000000001
2955,TTR37804853264017001,False,1.2254876489095643,0.98979,1.0,ROADWORKS,0.6,FRC1,0.9,17,0.1,0.7179580000000001
223,TTR37796197120033000,False,1.489312271829745,0.98759,1.0,ROADWORKS,0.6,FRC1,0.9,25,0.1,0.7175180000000001
4740,TTR37799082468131001,False,1.7000400954770105,0.98583,1.0,ROADWORKS,0.6,FRC1,0.9,158,0.1,0.717166
2873,TTL37813509548004003,False,2.035539536314415,0.98304,1.0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,269,0.1,0.7166080000000001
215,TTL37819280460012002,False,2.1828351639527153,0.98181,1.0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,202,0.1,0.7163619999999999
5756,TTR37853904312018001,False,26.62573695737683,0.77812,0.0,CLOSURE,1,FRC2,0.8,,1,0.715624
2942,TTR37822165884025001,False,2.7658945870890723,0.97695,1.0,ROADWORKS,0.6,FRC1,0.9,47,0.1,0.71539
1887,TTR37827936752137000,False,2.773301310323276,0.97689,1.0,ROADWORKS,0.6,FRC1,0.9,162,0.1,0.7153780000000001
7619,TTR37827936824137003,False,3.2138095020689583,0.97322,1.0,ROADWORKS,0.6,FRC1,0.9,247,0.1,0.7146440000000001
1275,TTR37833707756066001,False,4.618408957452215,0.96151,0.5,ROADWORKS,0.6,FRC2,0.8,1007,0.7,0.712302
8603,TTL37842363952009022_2,False,4.73183134270594,0.96057,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,477,0.3,0.712114
8122,TTL37839478480012018_3,False,4.803866020963603,0.95997,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,468,0.3,0.7119940000000001
8318,TTR37591333596017000,False,41.2597051726209,0.65617,0.0,CLOSURE,1,FRC1,0.9,,1,0.7112340000000001
7367,TTR38041458424018000,False,29.95862564421869,0.75034,0.0,CLOSURE,1,FRC2,0.8,,1,0.7100680000000001
5521,TTR37862563356018000,False,29.97987902241447,0.75017,0.0,CLOSURE,1,FRC2,0.8,,1,0.710034
4141,TTR38041458352018000,False,30.17072841147299,0.74858,0.0,CLOSURE,1,FRC2,0.8,,1,0.709716
7339,TTL37862561864009002_2,False,8.123907337956021,0.9323,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,488,0.3,0.70646
6708,TTL37755800652000001,False,8.283126263886006,0.93097,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,310,0.2,0.7061940000000001
1012,TTL37755801432011001,False,8.508217971470318,0.9291,0.5,JAM_UNCONDITIONAL,0.9,FRC3,0.7,762,0.5,0.70582
426,TTL37784654972336000_1,False,9.258752354379855,0.92284,0.5,JAM_CONDITIONAL,0.9,FRC0,1,389,0.2,0.704568
2382,TTL37787541292001000,False,11.654854287333036,0.90288,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,437,0.3,0.700576
4480,TTR37799082512001000,False,0.6177654874049066,0.99485,1.0,ROADWORKS,0.6,FRC1,0.9,-100,0,0.6989700000000001
2706,TTR37807738792057000,False,0.7403117314648605,0.99383,1.0,ROADWORKS,0.6,FRC1,0.9,-100,0,0.698766
8549,TTL37799082312013000,False,0.7563015987425572,0.9937,1.0,JAM_UNCONDITIONAL,0.9,FRC5,0.5,123,0.1,0.6987400000000001
3959,TTR37807738716009002,False,0.8369667644317503,0.99303,1.0,ROADWORKS,0.6,FRC1,0.9,-100,0,0.6986060000000001
7850,TTR37796197156025000,False,2.0212665099309293,0.98316,1.0,ROADWORKS,0.6,FRC1,0.9,-100,0,0.6966320000000001
8145,TTL37787541500009000,False,14.137438106172347,0.88219,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,468,0.3,0.696438
8224,TTR37810624348018002,False,2.808477144110441,0.9766,1.0,ROADWORKS,0.6,FRC2,0.8,21,0.1,0.6953200000000002
3105,TTR37822165812033001,False,2.814686658288237,0.97654,1.0,ROADWORKS,0.6,FRC1,0.9,-100,0,0.695308
5961,TTR37816394892017002,False,3.4114300837986136,0.97157,1.0,ROADWORKS,0.6,FRC1,0.9,-100,0,0.6943140000000001
4433,TTL37781770052029000,False,3.4332330489794334,0.97139,1.0,JAM_UNCONDITIONAL,0.9,FRC5,0.5,127,0.1,0.694278
7288,TTL37770228128021000,False,3.4584767325435766,0.97118,1.0,JAM_UNCONDITIONAL,0.9,FRC5,0.5,181,0.1,0.6942360000000001
5156,TTL37816394760021000,False,3.6069385791278363,0.96994,1.0,JAM_UNCONDITIONAL,0.9,FRC5,0.5,233,0.1,0.693988
2999,TTL37833707716005000,False,3.7974916153528953,0.96835,1.0,JAM_UNCONDITIONAL,0.9,FRC5,0.5,153,0.1,0.69367
4895,TTR37848133336035000,False,27.811522103488894,0.76824,0.0,CLOSURE,1,FRC3,0.7,,1,0.693648
682,TTR37833707604065001,False,4.632109605355677,0.9614,0.5,ROADWORKS,0.6,FRC1,0.9,747,0.5,0.69228
1234,TTL37842363824019001,False,4.840906164966537,0.95966,0.5,JAM_UNCONDITIONAL,0.9,FRC3,0.7,578,0.4,0.6919320000000001
5846,TTL37761571984053001,False,4.888679836108249,0.95926,0.5,JAM_UNCONDITIONAL,0.9,FRC5,0.5,836,0.6,0.691852
3259,TTL37842363920020000,False,5.187183781715085,0.95677,0.5,JAM_UNCONDITIONAL,0.9,FRC4,0.6,662,0.5,0.691354
489,TTL37825051612021000,False,5.543812159271652,0.9538,0.5,JAM_UNCONDITIONAL,0.9,FRC5,0.5,795,0.6,0.69076
5110,TTL37761571936009009,False,5.710259060343156,0.95241,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,400,0.2,0.690482
1403,TTL37758686696025004,False,5.792122673457927,0.95173,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,257,0.1,0.690346
3757,TTL37770227880008000,False,6.205406461453516,0.94829,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,62,0.1,0.689658
307,TTL37758686796002001_1,False,6.500222006378556,0.94583,0.5,JAM_CONDITIONAL,0.9,FRC2,0.8,448,0.3,0.6891660000000001
5737,TTL37836592732008006,False,6.752914083482013,0.94373,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,25,0.1,0.688746
6420,TTL37836592732008021,False,7.156848982995791,0.94036,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,167,0.1,0.6880720000000001
8497,TTL37819280136192000,False,7.1591467584235575,0.94034,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,213,0.1,0.688068
719,TTL37741373756012027_2,False,7.469467140404201,0.93775,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,319,0.2,0.6875500000000001
4547,TTR37851020980020000,False,20.122628192583452,0.83231,0.0,CLOSURE,1,FRC4,0.6,,1,0.686462
1154,TTL37836592744056000,False,8.238604735000372,0.93134,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,244,0.1,0.686268
7575,TTR37859677468020000,False,20.29632587765331,0.83086,0.0,CLOSURE,1,FRC4,0.6,,1,0.686172
2694,TTL37868332768003005,False,8.412213076436213,0.9299,0.5,JAM_UNCONDITIONAL,0.9,FRC3,0.7,638,0.4,0.6859799999999999
5187,TTL37770227864008001,False,8.544965078791902,0.92879,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,52,0.1,0.685758
4291,TTR37963551408020000,False,20.637436408055954,0.82802,0.0,CLOSURE,1,FRC4,0.6,,1,0.6856040000000001
7013,TTR37963551336012000,False,20.706499154034113,0.82745,0.0,CLOSURE,1,FRC4,0.6,,1,0.68549
7896,TTR37631727808052000,False,20.946895621693997,0.82544,0.0,CLOSURE,1,FRC4,0.6,,1,0.685088
5455,TTL37862562100010004,False,9.216901107625844,0.92319,0.5,JAM_UNCONDITIONAL,0.9,FRC2,0.8,428,0.3,0.684638
382,TTR37631727880052000,False,21.278371945392816,0.82268,0.0,CLOSURE,1,FRC4,0.6,,1,0.684536
1390,TTL37845249736041011_3,False,9.453612383424742,0.92122,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,417,0.2,0.6842440000000001
5093,TTL37845248924016002,False,9.537174500611062,0.92052,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,29,0.1,0.684104
554,TTR37617300552028000,False,21.894844810801093,0.81754,0.0,CLOSURE,1,FRC4,0.6,,1,0.683508
593,TTR37617300500044000,False,22.185755305332858,0.81512,0.0,CLOSURE,1,FRC4,0.6,,1,0.6830240000000001
2153,TTL37799082000008000,False,10.253873833336549,0.91455,0.5,JAM_UNCONDITIONAL,0.9,FRC0,1,124,0.1,0.68291
3515,TTL37845249772019008_3,False,10.313348636244026,0.91406,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,356,0.2,0.6828120000000001
2059,TTR37810624240051001,False,0.4006519268620533,0.99666,1.0,ROADWORKS,0.6,FRC3,0.7,37,0.1,0.679332
2926,TTR37810624284059001,False,0.9807599462085732,0.99183,1.0,ROADWORKS,0.6,FRC3,0.7,126,0.1,0.678366
214,TTL37891416480018005_1,False,13.009262176789425,0.89159,0.5,JAM_CONDITIONAL,0.9,FRC2,0.8,448,0.3,0.6783180000000001
6082,TTR37721172896025000,False,61.03918970680039,0.49134,0.0,CLOSURE,1,FRC1,0.9,,1,0.6782680000000001
8643,TTR37721172928049000,False,61.0576954000567,0.49119,0.0,CLOSURE,1,FRC1,0.9,,1,0.6782380000000001
2806,TTL37790426080038000,False,1.450963869034708,0.98791,1.0,JAM_UNCONDITIONAL,0.9,FRC6,0.4,202,0.1,0.6775820000000001
5777,TTR37721172872057000,False,61.57949890468017,0.48684,0.0,CLOSURE,1,FRC1,0.9,,1,0.677368
5018,TTL37718290980003005_1,False,13.662114918806305,0.88615,0.5,JAM_CONDITIONAL,0.9,FRC3,0.7,555,0.4,0.6772300000000001
8713,TTL37911614284011000_2,False,13.776982720101138,0.88519,0.5,JAM_CONDITIONAL,0.9,FRC3,0.7,619,0.4,0.6770380000000001
5219,TTR37801967864010001,False,2.1868213033487383,0.98178,1.0,ROADWORKS,0.6,FRC2,0.8,-100,0,0.676356
1391,TTL37911614272019003_3,False,14.217152210241775,0.88152,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,394,0.2,0.6763040000000001
1079,TTR38122248432034000,False,50.62021896989701,0.57816,0.0,CLOSURE,1,FRC2,0.8,,1,0.675632
6107,TTL37778884448022000,False,2.6656084798485313,0.97779,1.0,JAM_UNCONDITIONAL,0.9,FRC6,0.4,170,0.1,0.6755580000000001
3693,TTR37853904328012000,False,26.673523173862733,0.77772,0.0,CLOSURE,1,FRC4,0.6,,1,0.675544
2669,TTR38125133976034000,False,50.69064841910262,0.57758,0.0,CLOSURE,1,FRC2,0.8,,1,0.675516
2435,TTR37822166048035002,False,2.734420782817989,0.97721,1.0,ROADWORKS,0.6,FRC3,0.7,24,0.1,0.6754420000000001
8744,TTR37853904256012000,False,26.798742113107092,0.77668,0.0,CLOSURE,1,FRC4,0.6,,1,0.675336
7963,TTR37833707584010001,False,2.8287472927672437,0.97643,1.0,ROADWORKS,0.6,FRC2,0.8,-100,0,0.675286
5405,TTR37729830380011000,False,38.86120630666503,0.67616,0.0,CLOSURE,1,FRC3,0.7,,1,0.675232
4109,TTR37729830456011000,False,38.89458411713452,0.67588,0.0,CLOSURE,1,FRC3,0.7,,1,0.675176
7217,TTL37827936732029000,False,3.0489005179951274,0.97459,1.0,JAM_UNCONDITIONAL,0.9,FRC6,0.4,152,0.1,0.6749180000000001
3791,TTR37810624420018001,False,3.2004382261950504,0.97333,1.0,ROADWORKS,0.6,FRC2,0.8,-100,0,0.674666
6365,TTL37784655236014000,False,3.2183511127353928,0.97318,1.0,JAM_UNCONDITIONAL,0.9,FRC6,0.4,152,0.1,0.6746360000000001
2170,TTL37790426388053000,False,3.3084368988746653,0.97243,1.0,NONLOS_DELAY,0.8,FRC5,0.5,105,0.1,0.6744860000000001
3537,TTR37773113740043001,False,3.363823944528816,0.97197,1.0,ROADWORKS,0.6,FRC3,0.7,212,0.1,0.6743939999999999
691,TTR37856789076043000,False,39.44068313145299,0.67133,0.0,CLOSURE,1,FRC3,0.7,,1,0.674266
5712,TTR38185727232057000,False,63.6213787766242,0.46982,0.0,CLOSURE,1,FRC1,0.9,,1,0.673964
2225,TTR38188612632057001,False,63.6808061792577,0.46933,0.0,CLOSURE,1,FRC1,0.9,,1,0.6738660000000001
4947,TTL37784655552021001,False,3.7385346442256524,0.96885,1.0,NONLOS_DELAY,0.8,FRC5,0.5,61,0.1,0.67377
4494,TTR37853903532019000,False,39.809177181727264,0.66826,0.0,CLOSURE,1,FRC3,0.7,,1,0.6736519999999999
1562,TTL37804853548010002,False,4.19393663476324,0.96505,0.5,JAM_UNCONDITIONAL,0.9,FRC2,0.8,328,0.2,0.6730100000000001
7880,TTL37905843744020001,False,16.493145582922697,0.86256,0.5,JAM_UNCONDITIONAL,0.9,FRC4,0.6,694,0.5,0.672512
5590,TTL37833707788011000,False,4.564328174394621,0.96196,0.5,JAM_UNCONDITIONAL,0.9,FRC3,0.7,487,0.3,0.672392
1666,TTL37822165960009006,False,4.5951286069285535,0.96171,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,263,0.1,0.6723420000000001
661,TTL37833707748001005,False,4.605131855897598,0.96162,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,136,0.1,0.672324
7049,TTL37833707676009001_3,False,4.669254826033004,0.96109,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,270,0.1,0.6722180000000001
4029,TTL37842363952009008,False,4.709183816211313,0.96076,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,65,0.1,0.6721520000000001
4262,TTL37842363952009022,False,4.73183134270594,0.96057,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,106,0.1,0.6721140000000001
588,TTL37842363720009003,False,5.327502936381258,0.9556,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,211,0.1,0.67112
8291,TTL37790425836033007,False,5.785536885356378,0.95179,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,202,0.1,0.6703580000000001
5350,TTL37842363760017004_1,False,6.200438066407686,0.94833,0.5,JAM_CONDITIONAL,0.9,FRC1,0.9,209,0.1,0.6696660000000001
5916,TTW37770227880008000,False,6.205406461453516,0.94829,0.5,JAM_TAIL_WARNING,0.9,FRC0,1,-100,0,0.669658
4885,TTL37862561872002003,False,6.475999988160864,0.94603,0.5,JAM_UNCONDITIONAL,0.9,FRC2,0.8,311,0.2,0.6692060000000001
1942,TTL37799082100027004_3,False,6.52817156704292,0.9456,0.5,JAM_CONDITIONAL,0.9,FRC2,0.8,302,0.2,0.66912
3320,TTL37715404440075000_1,False,18.538024433736123,0.84552,0.5,JAM_CONDITIONAL,0.9,FRC2,0.8,472,0.3,0.669104
5938,TTL37752915664017015,False,6.636354473989408,0.9447,0.5,JAM_UNCONDITIONAL,0.9,FRC1,0.9,175,0.1,0.6689400000000001
3848,TTL37729832488488000,False,6.752892266438372,0.94373,0.5,NONLOS_DELAY,0.8,FRC0,1,76,0.1,0.668746
3225,TTW37836592732008006,False,6.752914083482013,0.94373,0.5,JAM_TAIL_WARNING,0.9,FRC0,1,-100,0,0.668746
1503,TTL37755801364003004,False,6.918711243732782,0.94234,0.5,JAM_UNCONDITIONAL,0.9,FRC3,0.7,512,0.3,0.668468
